Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Pacific island small states;PSS;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;1137563173.04;1140685847.28;1190100572.64;1380221862.11;1691011573.40;1955325056.95;2013912026.15;1966728070.55;1871394003.69;1971776048.38;1866990412.95;2037653176.71;1979729639.36;2025162058.54;2094021690.13;2343530367.47;2492176879.69;2732727732.60;2896405721.34;3411300476.62;3704234422.68;3973365282.81;3991551510.10;3417143236.74;3767300597.78;3460016615.34;3418277942.22;3583557187.00;4193500485.93;4839105124.78;5361227055.80;5644071347.23;6234906113.93;6627662166.70;5935601178.13;6598673080.32;7737574650.74;8223336839.59;8544448803.86;9271534113.65;9049548346.34;9475857773.45;10212875641.10;10667782837.64;10634784072.62
Post-demographic dividend;PST;GDP (current US$);NY.GDP.MKTP.CD;1042330592436.96;1102066084817.56;1189950365150.97;1281792442857.78;1398455975323.81;1519391440804.40;1666568127981.15;1789027086700.63;1940517187193.64;2133684934443.72;2332423165365.64;2588899812027.85;3005180835890.73;3633315670397.87;4059368383481.91;4549887706309.39;4934666854045.37;5574746915379.95;6712693119890.52;7715329653557.18;8538883996188.21;8635686912811.51;8597693928779.08;8922677189139.74;9325036857067.29;9819354867911.31;11997326498509.70;13909900276722.90;15669749988061.80;16366345516359.00;18369745279450.50;19377503205270.00;20795888401116.70;20933714240472.50;22415190046856.10;24865228532401.80;24988767316733.50;24510628762218.80;24626929927743.90;25851743718303.80;26283490362507.80;26043658985688.80;27159976433302.30;30461260391100.70;33847473493350.00;35634408912864.90;37509675527466.40;40929900060896.00;43260603512701.90;40765282014998.60;42523383032728.40;45663523980497.00;45621668588058.90;46082323358324.40;47033622109453.80;44518542519300.00;45500484584505.30;47470259139153.20;50282104947774.30;50769917916181.50
French Polynesia;PYF;GDP (current US$);NY.GDP.MKTP.CD;;;;;;176534589.60;215659455.02;220984369.13;259590076.29;242943776.86;254035999.22;296613496.87;325843254.67;431254103.05;555337985.68;690319754.91;732286143.34;793193187.42;1005573294.21;1215031775.27;1362151523.69;1279972866.38;1286462642.64;1335895286.39;1378991403.38;1507230778.90;2301514717.30;2543199148.39;2687472829.63;2636461517.11;3181206304.82;3267367609.90;3558215110.25;3694600399.89;3522272321.41;3982374845.93;3954696873.75;3567062511.87;3775160797.39;3797016068.70;3447543137.94;;;;;;;;;;;;;;;;;;;
Qatar;QAT;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;301791301.79;387700084.25;510259940.72;793884368.04;2401403227.44;2512784033.38;3284301332.19;3617580171.76;4052000412.70;5633000318.02;7829094613.07;8661263763.74;7596703214.29;6467582307.69;6704395824.18;6153296456.04;5053021950.55;5446428681.32;6038187032.97;6487912087.91;7360439423.08;6883516483.52;7646153983.52;7156593653.85;7374450769.23;8137911978.02;9059340384.62;11297802115.38;10255495027.47;12393131868.13;17759890109.89;17538461538.46;19363736263.74;23533791208.79;31734065934.07;44530494505.49;60882142857.14;79712087912.09;115270054945.06;97798351648.35;125122306346.15;167775268614.04;186833502362.13;198727642979.30;206224598564.62;161739955577.75;151732181857.11;161099122215.31;183334953813.21;175837550996.19
Romania;ROU;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;38413636363.64;40809523809.52;42105263157.89;38995454545.45;28998684210.53;25121666666.67;26362894736.84;30074440483.38;37435317265.13;36937074278.30;35574916294.64;41694118972.51;35952781582.21;37253259017.00;40394824679.12;46066101951.29;57806506024.10;74972669056.59;98452791982.70;122022997508.01;174585202805.23;214313628965.02;174103695930.21;166309355234.59;183326740143.02;170635805316.88;190801346194.30;199959363430.07;177729210874.50;188128818486.40;211695422578.66;241457403085.04;250077444017.08
Russian Federation;RUS;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;554713455149.50;506500173960.27;516814274021.96;517962962962.96;460290556900.73;435083713850.84;395077301248.46;395537185734.85;391724890744.50;404928954191.88;270955486862.44;195907128350.93;259710142196.94;306602070620.50;345470494417.86;430347770731.79;591016690742.80;764017107992.39;989930542278.70;1299705764823.62;1660846387624.78;1222644282201.86;1524917468442.01;2045925608274.37;2208295773643.15;2292473246621.08;2059241965490.83;1363481063446.77;1276786979221.81;1574199387070.90;1669583089322.96;1699876578871.35
Rwanda;RWA;GDP (current US$);NY.GDP.MKTP.CD;119000024.00;122000016.00;125000008.00;128000000.00;129999994.00;148799980.00;124525702.86;159560018.00;172200018.00;188700037.00;219900006.00;222952578.20;246457838.34;290746157.15;308458423.18;571863295.74;637754162.10;746650558.55;905709147.27;1109346220.53;1254765349.93;1407062607.63;1407242640.23;1479688125.89;1587412957.22;1715625839.18;1944711061.31;2157434025.16;2395493877.51;2405021932.90;2550185618.15;1911600969.77;2029026704.03;1971525998.88;753636370.45;1293535010.94;1382334879.41;1851558301.70;1989343495.22;2157288438.50;2068929591.82;1966668013.57;1965903267.64;2138244785.22;2376384754.32;2933282014.75;3319198499.65;4069636441.75;5179108956.46;5673410333.93;6124120673.42;6884889635.54;7655138385.44;7819538349.24;8246166341.36;8545441361.07;8697268915.97;9253098954.28;9635951159.79;10354417725.16
South Asia;SAS;GDP (current US$);NY.GDP.MKTP.CD;47172093787.30;50333258390.02;53723107291.08;60428041357.07;69181538977.92;74298708606.83;62476963477.06;68735388740.82;72041947230.43;79197830852.53;85739817096.57;91198574992.98;91683239018.08;104815598487.56;126976006269.80;135911848514.72;132651726052.56;153604372185.00;174778829608.02;195756940688.29;236039144469.70;250220927476.37;258876797993.57;274041685077.46;272766689592.13;296607983649.70;314138292882.19;348804397195.79;374801545442.28;378236580071.90;407199618240.67;362272388524.88;384744238020.39;381109482761.83;432336029562.82;479862245751.71;524983483232.18;550725909693.10;558438177755.21;598343804724.10;630429061929.23;645870273837.06;677627487567.09;791002717916.67;917089339402.25;1050585317863.97;1196088039743.31;1504193483987.56;1527472606190.11;1683456769133.31;2060781195903.17;2271837830662.84;2297332203012.90;2357132410757.71;2581822536186.75;2697257705966.27;2923010601938.01;3345716338949.23;3445471615274.75;3591836570466.89
Saudi Arabia;SAU;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;4187777711.11;4485777644.44;5377268848.53;7184863276.55;9664067929.66;14947491056.46;45412971909.38;46773303720.89;64005623870.32;74188363505.85;80265732292.58;111859726428.74;164541658298.60;184291888767.19;153238991868.88;129171602025.15;119624918956.21;103897892810.98;86962013010.56;85695941760.05;88256162068.97;95344352823.70;117630271802.48;132223268484.75;137087876662.75;132967901424.38;135174886501.23;143343036351.10;158662398750.81;165963557420.46;146775498092.61;161716960000.00;189514926222.67;184137469724.86;189605920240.52;215807655244.42;258742263029.01;328459700124.06;376900135720.73;415964583059.21;519796738631.13;429097899279.01;528207332649.54;671238840108.23;735974843348.66;746647127407.62;756350347320.38;654269902888.72;644935541446.45;688586244286.51;786521831571.96;792966838161.66
Sudan;SDN;GDP (current US$);NY.GDP.MKTP.CD;1307333333.33;1419333333.33;1541666666.67;1568333333.33;1611333333.33;1679333333.33;1723000000.00;1865666666.67;1947333333.33;2144333333.33;2437666666.67;2656000000.00;2882000000.00;3571666666.67;4595000000.00;5598000000.00;6979333333.33;8704000000.00;7670500000.00;9032250000.00;7459833333.33;10016500000.00;9240000000.00;8230153846.15;9701357142.86;12403733333.33;15769062500.00;20155555555.56;15399166666.67;15291507936.51;12408647540.98;11379222222.22;7034219712.53;8881785938.48;12794192334.25;13829744878.64;9018243044.45;11681494637.30;11250327988.05;10682045258.36;12257418326.07;13182979783.53;14803189092.70;17646503525.17;21457470202.78;26524538565.74;35822408611.56;45898948564.06;54526580231.56;49957202646.41;58167563412.76;57060450038.14;52766746152.18;57730380599.53;64941713057.38;74294508239.55;51772232494.85;45021077955.33;33128480498.73;30513456084.80
Senegal;SEN;GDP (current US$);NY.GDP.MKTP.CD;1003692374.56;1058975265.59;1085475573.49;1122139637.26;1188930567.71;1210058396.06;1246908373.74;1246480958.51;1309384830.19;1245234806.90;1297407828.61;1339548823.67;1620857277.19;1863398448.33;2099324949.85;2830388404.88;2869777812.41;2938046307.23;3280354339.39;4084878667.86;4435050396.67;4021697233.39;3936758681.58;3512053232.04;3425127373.37;3750056424.49;5304238012.68;6381385759.78;6311054901.49;6219793532.56;7237100724.34;7111252865.85;7602005274.44;7189226453.28;4908415368.78;6176312552.14;6413189839.20;5915250258.28;6368265193.70;6512207622.20;5924239700.82;6174898370.14;6752510282.96;8683229268.12;10167441854.47;11022821631.87;11847848224.89;14285970085.14;16949789464.53;16248212852.22;16230887978.50;17902207621.62;17824398468.89;18965572150.29;19797254643.12;17774766636.05;19040312815.13;20996564751.60;23236007428.26;23578084052.01
Singapore;SGP;GDP (current US$);NY.GDP.MKTP.CD;704756304.72;764634783.74;826244609.96;917614007.58;894159153.27;974650463.87;1096432771.46;1238043904.35;1425715405.72;1659904612.57;1920586698.03;2263785443.62;2721440980.76;3696213333.33;5221534955.64;5633673929.99;6327077974.11;6618585073.66;7517176354.84;9296921723.83;11896256782.86;14175228843.64;16084252378.47;17784112149.53;19749361097.97;19156532745.77;18586746057.00;20919215578.21;25371462488.13;30465364738.62;36144336768.70;45466164978.29;52130263965.62;60603478153.24;73690847191.31;87810991957.10;96295886524.82;100124191810.35;85728310229.45;86284660766.96;96074477958.24;89794943349.89;92537752708.59;97645448283.78;115035498757.54;127807618360.97;148630373214.17;180941941477.01;193611986712.84;194152286008.94;239809387605.43;279351168707.27;295087220933.02;307576360584.99;314851156183.41;308004146057.61;318652334419.11;341863349989.14;373217081850.53;372062527488.64
Solomon Islands;SLB;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;25203524.03;28084252.76;28606411.40;;50056882.82;40606712.05;55272108.84;84539332.28;74617096.48;83099107.91;93147039.25;111022089.96;151270207.85;177151120.75;187313261.32;186386571.93;175866271.98;175865588.44;160048622.37;142980189.49;150252084.06;170948379.35;167451596.02;208003796.27;220274053.34;260578532.15;291118988.61;390107553.02;458322323.03;505832211.75;529204444.56;458717501.45;495442425.75;429169368.63;424403183.02;356507823.61;352522682.16;397611126.70;476898763.60;538668769.30;620230005.23;699157190.98;735940409.68;846797693.60;1049952233.26;1190994126.60;1284698922.23;1335538893.33;1307061543.71;1378551118.49;1483758906.61;1593964162.21;1589913622.24
Sierra Leone;SLE;GDP (current US$);NY.GDP.MKTP.CD;322009471.57;327834680.56;342721579.82;348546952.13;371848114.75;359379856.25;375479849.81;348795303.00;329860091.94;408690163.48;434410373.76;419549425.08;465381089.98;575230234.39;648590642.94;679335901.12;594895672.33;691777758.40;960728338.94;1109374722.08;1100685844.92;1114830471.92;1295361885.92;995104305.35;1087471861.99;856890498.63;490181456.62;701307602.28;1055083945.38;932974411.92;649644826.80;779981458.92;679997997.60;768812334.80;911915970.68;870758739.41;941742152.71;850218033.62;672375927.35;669384768.87;635874002.20;1090467712.31;1253340519.53;1385810072.19;1448536630.88;1650494367.00;1885112201.85;2158496872.86;2505458705.03;2453899846.88;2578026297.16;2942546781.05;3801862611.36;4920343194.99;5015157815.73;4218723875.14;3674794530.19;3739577973.24;4085114794.22;4121733705.29
El Salvador;SLV;GDP (current US$);NY.GDP.MKTP.CD;;;;;;877720000.00;929520000.00;976200000.00;1009760100.00;1049400000.00;1132920000.00;1186120000.00;1263720000.00;1442320000.00;1665880000.00;1884120100.00;2328280100.00;2941640100.00;3127960000.00;3463639900.00;3573959900.00;3437200200.00;3399189100.00;3506347800.00;3661683400.00;3800368600.00;3771663200.00;3958045800.00;4189880000.00;4372215300.00;4817542204.03;5252342400.00;5813399300.00;6680269200.00;7679384000.00;8921947100.00;9586327800.00;10221705900.00;10936669900.00;11284197000.00;11784927700.00;12282533600.00;12664190300.00;13243892200.00;13724810900.00;14698001400.00;15999886400.00;17011750900.00;17986890000.00;17601620000.00;18447920000.00;20283790000.00;21386140000.00;21990970000.00;22593480000.00;23438240000.00;24191440000.00;24979200000.00;26117400000.00;27022640000.00
San Marino;SMR;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1109098657.58;1005159388.24;1077413479.05;1168269230.77;1464326160.82;1723750000.00;1785847531.40;1908167105.76;2185874623.60;2393437820.42;2056126701.86;1881214370.94;1813752783.96;1604779647.95;1678841811.66;1673973694.70;1419394771.21;1468377272.14;1528630707.50;1655300872.53;
Somalia;SOM;GDP (current US$);NY.GDP.MKTP.CD;180459936.78;191659914.38;203531927.55;216145935.94;229529912.67;243724533.17;257374455.75;271780364.84;286718279.69;306357284.57;322600009.14;331102742.19;416942436.93;507028428.24;467577432.25;710850226.53;807275808.74;498550873.04;564986059.67;590419855.12;603592656.82;699112266.84;774419569.70;733901365.94;788307213.44;876404617.66;930318705.33;1009792724.40;1038291284.50;1092392963.20;917044228.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serbia;SRB;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16832598870.06;21818007448.79;25676487999.59;19457979423.38;19388663551.00;6875845986.52;12960538723.76;17120906918.35;22482365321.77;26141968161.09;27683225959.25;32482070360.32;43170990616.47;52194221468.50;45162894380.93;41819468691.83;49258136128.97;43309252921.06;48394239474.68;47062206677.65;39655958842.55;40692643373.03;44179055279.89;50640650221.46;51475016532.13
Sub-Saharan Africa (excluding high income);SSA;GDP (current US$);NY.GDP.MKTP.CD;29771852731.45;30935683296.90;33516929623.43;38399587163.81;37501573294.23;41763183885.40;45064561240.12;44545661526.02;47643035264.00;54529946863.69;64108598238.00;65224636741.38;73575157124.01;94062974556.08;122993046209.67;135563563710.38;147235990105.44;161711567683.62;178598676371.50;214948417306.00;271473798896.60;379926337998.61;349384549650.85;304081337722.90;265603665980.24;250984254526.52;257342602490.77;293529417721.53;302239227594.40;300358173504.17;337112493414.06;341781432301.44;336820288828.37;313476264601.98;308163166157.32;353458157614.11;364903283403.11;379499085219.79;366098277949.03;370986481789.59;395042771374.78;376898989267.94;411120520926.87;515543114082.22;641980595040.32;763955755426.39;907822754847.59;1053806175216.81;1208269305875.10;1151766667557.46;1365554756048.10;1541363847367.11;1622381989823.82;1728625447634.02;1794595480407.53;1648848763840.87;1526703538849.83;1626990301193.13;1705376028962.50;1751180043654.43
South Sudan;SSD;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14586253383.06;12231264525.07;14602072410.95;14907308932.75;11931472169.49;18426469016.95;13962212847.46;11997800760.22;;;;
Sub-Saharan Africa;SSF;GDP (current US$);NY.GDP.MKTP.CD;29922675704.17;31091393770.83;33685725733.74;38592341348.34;37691842856.92;41973341059.18;45290888058.84;44769808089.49;47880850987.11;54799964810.75;64425030080.11;65550163635.80;73948909000.14;94538254240.71;123608799827.11;136242540797.33;147970482171.75;162585763201.37;179697503231.66;216285794210.64;272705962366.04;381121992902.48;350519103699.09;305247138374.96;266739053360.49;252181962444.31;258985016648.13;295636868778.44;304643909582.57;302833453507.93;340127469754.44;345010172615.46;340483772508.21;317223871236.89;312223643151.27;358023546960.16;369849212686.23;384265406886.70;370894769955.30;375973817003.89;400342778834.96;382158344977.46;416682693415.18;522089123809.79;649419157844.77;771369366390.62;915864936162.21;1062984321742.22;1219226086445.39;1161741728869.48;1376526185708.73;1553945789839.36;1635107344173.13;1742079222307.12;1808737756281.44;1661914707751.22;1540370434904.87;1641784086541.64;1721156393779.71;1766941400078.09
Small states;SST;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;7898549224.46;8885713985.90;10470924561.99;13048166818.57;20268409666.48;23072577154.26;26337536932.64;29909227792.16;32157336025.84;39906626209.18;53094804186.27;54860722821.06;54600774544.07;52824363574.90;52339459037.44;50416325425.22;49485674262.75;56524663669.15;62247931397.09;64759395635.06;74985438895.25;76534592203.61;81459878590.25;80283348960.76;84391851251.31;95802399591.04;101857532422.14;108925574388.82;108762264387.92;116575795380.67;128940492753.89;129495885098.42;138586546608.74;165748524808.42;199540357173.65;237700940964.62;276672527431.11;331944502266.67;399736143206.89;342584652761.49;393568405926.43;474361335043.01;494659019625.89;514336807607.29;530544302530.39;452652416568.46;445068532250.11;480558936881.72;528052950897.02;520457174770.63
Sao Tome and Principe;STP;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75951210.69;85171308.17;102085583.47;114582561.63;136450274.67;142775597.26;149146423.08;188021190.59;187820464.57;196652166.28;231488665.22;250680453.15;300553785.02;346527949.76;316065369.89;345495358.38;375614556.38;412261829.65;418637388.99
Suriname;SUR;GDP (current US$);NY.GDP.MKTP.CD;99650000.00;107700000.00;116150000.00;125950000.00;134400000.00;154150000.00;190350000.00;220700000.00;241350000.00;259650000.00;274900000.00;301000000.00;311950000.00;339450000.00;409850000.00;465500000.00;505500000.00;641500000.00;735500000.00;782500000.00;795000000.00;889000000.00;915000000.00;883500000.00;864000000.00;873000000.00;891000000.00;980000000.00;1161000000.00;542600000.00;388400000.00;448100000.00;404600000.00;428764705.88;605492537.31;691590497.74;861411471.32;926422500.00;1110850000.00;886290697.67;947671969.70;834279357.80;1093574468.09;1274190311.42;1484092538.41;1793388732.29;2626380435.18;2936612021.86;3532969034.61;3875409836.07;4368398047.64;4422276621.79;4980000000.00;5145757575.76;5240606060.61;4787367928.12;3128953536.91;3216207914.31;3464656616.42;3697371949.58
Slovak Republic;SVK;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12747380650.08;14272201755.47;15495514296.80;16520676973.53;20162936291.38;25840146405.23;27925036755.39;27706028095.62;29856000671.22;30453383763.05;29169953012.71;30752150335.57;35130340673.82;46816589164.79;57332015147.75;62785305310.28;70708098105.63;86454081576.79;100469509301.30;89046289247.01;90310718349.02;99122802874.17;94534730680.60;98848641554.63;101189715749.37;88467555243.73;89655253976.43;95494424978.52;105701930962.98;105079673009.73
Slovenia;SVN;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18198199152.54;13263686956.52;13101055424.53;13258920634.92;15049620465.12;21352224019.41;21507232648.73;20763101740.70;22146231967.69;22711384311.14;20289627636.68;20876309970.39;23489890274.31;29634713641.10;34414784504.24;36206395970.65;39481045038.26;48006372844.24;55552509154.83;50368056404.56;48161250405.25;51516366654.82;46580457470.28;48401896808.31;49930685013.46;43090173394.69;44736333522.45;48586603447.70;54161636034.65;54174227308.89
Sweden;SWE;GDP (current US$);NY.GDP.MKTP.CD;15822585033.58;17212686614.57;18667251380.07;20204870629.74;22532416750.01;24795499685.78;26971486546.28;29275995674.69;31066819929.29;33738102482.16;38092452060.62;41566412922.61;48954145808.84;59404966684.22;66013338964.73;82885397620.54;89362071672.90;94468740851.48;104442351222.75;123386410160.72;142092068280.69;129686938223.33;114380557730.88;105014356666.80;109201362581.30;114123537581.79;150498057723.62;183009638350.89;206986674500.59;217948315624.56;261846194498.89;274229034311.70;284321115594.63;212953336588.12;229033566614.83;267305875261.10;291743811512.08;268146144677.73;270809066780.71;274072182416.73;262835454366.86;242395852494.41;266849061835.66;334337212322.08;385118044877.47;392218088878.78;423093437423.76;491252589217.02;517706149201.20;436537014293.55;495812558843.31;574094112972.73;552483727282.80;586841821796.89;581964017237.10;505103781349.76;515654671469.55;541018749769.10;555455371487.09;530883869004.98
Eswatini;SWZ;GDP (current US$);NY.GDP.MKTP.CD;35076158.48;43025199.50;45927061.46;54128377.43;64979280.41;70278594.43;76858462.83;74758504.83;79798404.03;105417891.64;112137757.24;136465324.38;146741251.46;221902017.29;264311994.11;288302907.37;272539098.44;304047838.09;340616375.34;412093133.76;542000513.61;571542674.58;537575980.84;555336145.77;494475699.86;361014890.46;449146608.32;584135559.92;692016714.32;696915430.66;1114703088.16;1156141998.33;1284766234.22;1357206995.75;1419293455.00;1698982437.76;1602760100.48;1716699913.19;1576904292.46;1547884442.26;1738100853.05;1542477355.36;1432228172.70;2197612767.20;2770082822.47;3178126554.81;3291353806.39;3469363925.40;3294093364.16;3580417161.33;4438778547.23;4820499497.32;4886658806.33;4597702903.13;4422304974.80;4062660889.83;3816018484.53;4402972999.53;4665424249.06;4471598726.64
Sint Maarten (Dutch part);SXM;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;936089385.47;985865921.79;1022905027.93;1245251396.65;1253072625.70;1263687150.84;1191620111.73;1185474860.34;
Seychelles;SYC;GDP (current US$);NY.GDP.MKTP.CD;12012025.25;11592024.36;12642026.57;13923029.26;15393032.35;15603032.80;16443034.56;16632032.81;16074027.35;16452027.99;18432031.36;21965951.72;30645121.01;36896278.22;43134498.69;47803145.96;49278979.55;64526398.66;85552369.91;127261099.24;147357222.78;154902869.02;147912069.77;146712850.51;151313241.98;168887539.13;207850623.64;249267039.78;283828769.03;304832867.39;368584758.94;374359556.08;433667193.81;473916819.45;486451204.56;508221508.22;503068472.20;562958836.52;608369282.23;622985493.68;614879764.78;622262057.19;697518248.18;705704816.04;839319927.27;919103254.55;1016418229.25;1033561654.06;967199593.96;847397850.09;969936525.30;1065826669.90;1060226125.63;1328157608.83;1343007845.04;1377495054.04;1426651768.82;1524486800.36;1586008999.75;1703387387.32
Syrian Arab Republic;SYR;GDP (current US$);NY.GDP.MKTP.CD;857704431.69;945244992.21;1110565863.54;1200447429.36;1339494290.42;1472036550.71;1342287556.60;1580229795.11;1753746369.66;2245011571.99;2140383695.95;2589851693.02;3059682162.07;3239488104.60;5159557176.25;6826980766.80;7633528920.63;7696011359.94;9275203105.58;9929682184.33;13062421024.93;15518199247.34;16298905397.07;17589184556.69;17503082982.28;16403544510.53;13293209270.10;11356215712.93;10577042354.80;9853396225.59;12308624283.98;12981833333.33;13253565898.96;13695962019.21;10122020000.00;11396706586.83;13789560878.24;14505233968.87;15200846138.46;15873875968.99;19325894913.13;21099833783.50;21582248881.66;21828144686.04;25086930693.07;28858965517.24;33332844574.78;40405006007.21;;;;;;;;;;;;
Turks and Caicos Islands;TCA;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;358744800.00;366707900.00;409753600.00;485598800.00;578645800.00;721891500.00;773489700.00;862683600.00;703175800.00;686787800.00;728789600.00;727161000.00;754238000.00;841070000.00;942070000.00;1032452000.00;1022365000.00;1113178000.00;1197415000.00
Chad;TCD;GDP (current US$);NY.GDP.MKTP.CD;313582727.64;333975336.63;357635713.88;371767002.66;392247517.60;416926302.96;432794922.46;449826323.00;453980096.65;471635620.92;469266736.61;501866730.72;585427545.72;647199482.83;652532796.07;864602103.30;866044961.05;935360466.35;1113920122.61;1004316495.11;1033002401.83;876937559.73;834369860.43;832415805.96;919103735.32;1033069710.00;1067828247.24;1163426850.65;1482597298.89;1433686309.84;1738605558.05;1877138041.64;1881847676.81;1463251055.40;1179837954.72;1445919969.89;1607345450.05;1544689502.82;1744794457.28;1534673583.25;1385058161.77;1710843360.65;1997005786.54;2742815194.55;4422855929.21;6649307057.03;7428701809.41;8650138068.63;10393834720.85;9290728773.36;10668102734.81;12172309522.62;12367363677.62;12953535495.88;13940768065.61;10950392219.91;10097778353.77;10000395242.15;11239167048.49;11314951342.78
East Asia & Pacific (IDA & IBRD countries);TEA;GDP (current US$);NY.GDP.MKTP.CD;80085561989.23;70301238601.31;64421096117.80;69759105794.41;80878580271.29;94386870181.31;103327675299.25;100121257283.99;101055371930.45;113474526935.96;126494184441.00;136032358029.71;154323052449.88;194300612741.94;219207654167.60;246436214391.09;250134398827.13;289049846926.29;279830935553.21;324133250599.27;374017551991.31;399113141306.52;418867238779.64;439516778714.46;477048691388.87;522810570520.89;521335708609.52;514883200741.48;571029342510.85;617141495418.24;661517291876.86;717930437416.28;804509437011.25;883230905290.80;1062532808997.49;1311464651071.93;1506360913375.56;1560312456557.42;1430086413237.07;1573135221602.72;1734177689101.71;1844991054266.19;2041983928665.90;2311083184848.66;2679710936966.26;3103948975401.35;3738255197464.22;4726030822501.40;5979086727115.70;6483400886258.56;7859511724477.03;9601739619657.90;10706984951239.60;11812889074004.20;12737160518776.30;13269125320570.90;13549821527676.30;14807652296163.70;16562482144146.10;17118925821623.10
Europe & Central Asia (IDA & IBRD countries);TEC;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;989240933184.85;960403970611.65;1020717699700.85;1008560404828.32;944230607256.61;931262358904.32;837449068160.81;925228450492.82;951055311620.54;980899779879.14;948233592920.81;821969749739.43;893549607696.72;909478757971.10;1022132546046.19;1256700293087.42;1627198153712.75;2037430488185.07;2463526249479.48;3167454621115.60;3920731370125.82;3110449206866.98;3651001925416.83;4434427545701.15;4629810866328.25;4909028677073.55;4641837066255.72;3621705460711.79;3485578750338.62;3908497177205.46;4082389169975.06;4155157371202.28
Togo;TGO;GDP (current US$);NY.GDP.MKTP.CD;121128073.11;126396469.71;132237441.63;143255784.51;166104067.63;187300336.37;216136263.91;231706475.46;241956910.66;267732446.38;253976626.17;286537524.99;335677636.89;406479906.16;560437742.59;617321669.39;619375134.18;777435020.48;824263841.54;891775906.63;1136408814.20;962347000.99;821651918.72;765746590.62;718148959.61;762359722.70;1060911735.26;1249099130.02;1378847487.41;1352949662.75;1628427515.42;1602299862.92;1692959110.18;1233496846.33;982624324.51;1309382885.33;1465448290.34;1498950899.09;1587345950.97;1576094566.49;1488185772.48;1481141849.98;1698678686.38;2111093197.99;2255942249.33;2280575830.08;2349495620.59;2659095101.10;3310277926.59;3365711796.38;3429461495.41;3872459249.75;3873308389.30;4321655656.33;4574986536.91;4180866177.04;4486979198.31;4819949975.26;5364369025.64;5490272413.39
Thailand;THA;GDP (current US$);NY.GDP.MKTP.CD;2760747471.89;3034043574.06;3308912796.93;3540403456.55;3889129942.31;4388937649.04;5279230817.31;5638461442.31;6081009427.88;6695336567.31;7086538437.50;7375000024.04;8177884552.88;10838587357.75;13703000530.06;14882747955.03;16985211146.02;19779315170.02;24006570178.16;27371699082.71;32353440726.89;34846107862.37;36589797857.40;40042826244.23;41797592963.44;38900692712.15;43096746122.46;50535438696.41;61667199834.74;72250877410.32;85343063965.92;98234695722.03;111452869378.47;128889318946.59;146683499005.96;169278753531.98;183035114648.40;150180619366.61;113675561057.46;126669064386.72;126392233706.79;120296476180.40;134300851255.00;152280677649.06;172895749632.05;189318549680.38;221758196504.94;262942476722.43;291382991177.70;281710416557.29;341104820155.46;370819140946.55;397558222957.17;420333203150.43;407339361695.58;401295941041.30;413430123185.37;456294704152.65;506514103905.27;543548969968.69
Tajikistan;TJK;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2629395066.27;2534720480.32;1909246640.81;1646693642.11;1522018435.70;1231567145.36;1043654822.34;921572114.53;1320242080.87;1086605267.41;860521119.30;1080768906.50;1221120798.81;1555301496.05;2076182460.87;2312327536.42;2830220713.07;3719506172.84;5161337336.40;4979481980.35;5642178579.58;6522732202.51;7633049792.09;8448469837.54;9112544556.06;7854602391.65;6952678127.03;7157865188.25;7522947810.12;8116626794.26
